date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:16	870/870	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/file-word.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/file-word.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:17	791/791	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/file-archive.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/file-archive.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:17	545/545	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/file-powerpoint.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/file-powerpoint.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:33	687/687	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/file-excel.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/file-excel.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:33	743/743	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/external-link-blue.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/external-link-blue.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:33	743/743	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/external-link-light.svg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/external-link-light.svg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:49	29280/29280	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-campus-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-campus-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:29:49	34496/34496	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-campus-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-campus-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:03	1098/1098	U-----	200	untouched ('')	image/png	etag:%22c128978caf676427d0b126ff83ca3104%22	https://static.nd.edu/images/brandbar/dept-nd-white.png	C:/My%20Web%20Sites/NDDashbard/static.nd.edu/images/brandbar/dept-nd-white.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:06	25111/25111	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:06	24099/24099	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:19	2601/2601	U-----	200	untouched ('')	image/png	etag:%2268126edc2896f46d5b9068750c9d7397%22	https://static.nd.edu/images/brandbar/dept-nd-white@2x.png	C:/My%20Web%20Sites/NDDashbard/static.nd.edu/images/brandbar/dept-nd-white@2x.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:19	42580/42580	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:22	42724/42724	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:22	33432/33432	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:35	10004/10004	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:35	17291/17291	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:38	20205/20205	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-main-building-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-main-building-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:38	43911/43911	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:51	42203/42203	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:51	8719/8719	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-800.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-800.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:54	2343/2343	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-circuit-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-circuit-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:30:54	727/727	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cube-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cube-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:07	1203/1203	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-dome-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-dome-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:07	340/340	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-graph-paper-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-graph-paper-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:10	1070/1070	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-starcross-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-starcross-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:10	41177/41177	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-textile-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-textile-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:23	36880/36880	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-topography-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-topography-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:23	21708/21708	U-----	200	untouched ('')	image/png	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-waves-ptn.png	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-waves-ptn.png	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:26	34968/34968	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-faith-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-faith-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:26	17676/17676	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-global-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-global-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:39	71732/71732	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-mosaic-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-mosaic-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:39	15233/15233	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-research-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-research-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:42	191389/191389	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-students-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-students-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:42	56579/56579	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-tech-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-tech-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:55	183381/183381	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-vinewall-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-vinewall-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:56	38742/38742	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:58	46339/46339	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:31:58	71864/71864	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:11	93031/93031	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:12	55704/55704	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:14	14950/14950	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:14	33585/33585	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:27	33906/33906	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-main-building-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-main-building-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:28	88132/88132	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-molecule-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:31	78804/78804	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-network-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:31	12927/12927	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-1200.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-plaid-1200.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:43	45032/45032	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-cells-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:44	55909/55909	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-clover-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:47	91422/91422	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-diagonal-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:47	129046/129046	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-flow-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:32:59	63762/63762	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-geometric-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:33:00	17915/17915	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-honeycomb-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
13:33:03	43133/43133	U-----	200	untouched ('')	image/jpeg	date:Mon,%2024%20Aug%202020%2015:27:24%20GMT	https://here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1600.jpg	C:/My%20Web%20Sites/NDDashbard/here.nd.edu/stylesheets/themes/ndt/v3/images/hdr-linework-1600.jpg	(from https://here.nd.edu/stylesheets/themes/ndt/v3/ndt.css)
